filename,column,description,authoritative_definition
c38_primary_model_dyads.csv,peeringdb_rec_snapshot_date,peeringdb rec snapshot date,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,macro_reference_year,macro reference year,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,period,period,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,iso_i,iso i,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,iso_j,iso j,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,coauth_full,coauth full,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,coauth_fractional,coauth fractional,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,association_strength,association strength,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,log1p_association_strength,log1p association strength,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,knowledge_edge_present,knowledge edge present,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,network_primary_defined,network primary defined,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,network_defined_excluding_ambiguous_ixps,network defined excluding ambiguous ixps,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_asn_count,shared asn count,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,inverse_ubiquity_weighted_shared_asns,inverse ubiquity weighted shared asns,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,asn_jaccard_similarity,asn jaccard similarity,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,asn_cosine_similarity,asn cosine similarity,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,inverse_ubiquity_excluding_asns_ge_25pct,inverse ubiquity excluding asns ge 25pct,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,inverse_ubiquity_excluding_asns_ge_50pct,inverse ubiquity excluding asns ge 50pct,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,inverse_ubiquity_excluding_ambiguous_ixps,inverse ubiquity excluding ambiguous ixps,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_asn_count_operational_only,shared asn count operational only,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_asn_count_zero_coded_55,shared asn count zero coded 55,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,inverse_ubiquity_zero_coded_55,inverse ubiquity zero coded 55,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,member_asns_i,member asns i,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,member_asns_j,member asns j,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,member_asn_geometric_mean,member asn geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,log_member_asn_geometric_mean,log member asn geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,log1p_member_asn_geometric_mean,log1p member asn geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_rec_any,shared rec any,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_rec_count,shared rec count,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_recs,shared recs,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_rec_any_2021,shared rec any 2021,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_rec_count_2021,shared rec count 2021,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,shared_recs_2021,shared recs 2021,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,rec_tie_changed_2021_to_2025,rec tie changed 2021 to 2025,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,distance_capital_km,distance capital km,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,log_distance_capital_km,log distance capital km,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,distance_population_weighted_km,distance population weighted km,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,contiguous_border,contiguous border,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,common_official_language,common official language,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,gdp_current_usd_i,gdp current usd i,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,gdp_current_usd_j,gdp current usd j,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,gdp_geometric_mean,gdp geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,log_gdp_geometric_mean,log gdp geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,population_i,population i,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,population_j,population j,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,population_geometric_mean,population geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,log_population_geometric_mean,log population geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,h2_control_complete,h2 control complete,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,h2_outcome_defined,h2 outcome defined,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c38_primary_model_dyads.csv,h2_model_complete,h2 model complete,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,openalex_snapshot_date,openalex snapshot date,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,peeringdb_rec_snapshot_date,peeringdb rec snapshot date,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,period,period,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,iso_i,iso i,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,iso_j,iso j,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,association_strength,association strength,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,log1p_association_strength,log1p association strength,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,knowledge_edge_present,knowledge edge present,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,inverse_ubiquity_weighted_shared_asns,inverse ubiquity weighted shared asns,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,shared_asn_count,shared asn count,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,shared_rec_any,shared rec any,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,shared_rec_count,shared rec count,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,shared_recs,shared recs,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,shared_rec_any_2021,shared rec any 2021,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,shared_rec_count_2021,shared rec count 2021,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,shared_recs_2021,shared recs 2021,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,rec_tie_changed_2021_to_2025,rec tie changed 2021 to 2025,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,distance_capital_km,distance capital km,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,contiguous_border,contiguous border,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,common_official_language,common official language,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,member_asn_geometric_mean,member asn geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,gdp_geometric_mean,gdp geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_multiplex_dyads.csv,log_member_asn_geometric_mean,log member asn geometric mean,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_regional_null_inputs.json,master_seed,master seed,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_regional_null_inputs.json,draws,draws,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_regional_null_inputs.json,nodes,nodes,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_regional_null_inputs.json,rec,rec,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_regional_null_inputs.json,rec2021,rec2021,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
c39_regional_null_inputs.json,graphs,graphs,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,candidate_id,candidate id,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,event_year,event year,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,iso_i,iso i,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,iso_j,iso j,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,core31_pair,core31 pair,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,event_type,event type,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,shared_asn_entry,shared asn entry,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,shared_asn_2023,shared asn 2023,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,shared_asn_2024,shared asn 2024,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,ai_edge_2022,ai edge 2022,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,ai_edge_2023,ai edge 2023,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,risk_clean_two_year,risk clean two year,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,risk_relaxed_one_year,risk relaxed one year,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,ai_edge_2025,ai edge 2025,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,pre_ai_mean_log1p_fractional_output,pre ai mean log1p fractional output,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,pre_ai_abs_log1p_fractional_output_gap,pre ai abs log1p fractional output gap,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,pre_asn_mean_log1p_count,pre asn mean log1p count,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,pre_asn_abs_log1p_count_gap,pre asn abs log1p count gap,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,log_distance,log distance,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,contiguous_border,contiguous border,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_primary_risk_set.csv,common_official_language,common official language,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_risk_set_2024_attrition.csv,stage,stage,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_risk_set_2024_attrition.csv,restriction,restriction,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_risk_set_2024_attrition.csv,dyads_remaining,dyads remaining,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_risk_set_2024_attrition.csv,lost_at_stage,lost at stage,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_risk_set_2024_attrition.csv,retention_from_previous,retention from previous,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_risk_set_2024_attrition.csv,entry_dyads,entry dyads,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
t1b_risk_set_2024_attrition.csv,stable_zero_dyads,stable zero dyads,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,event_year,event year,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,event_type,event type,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,candidate_dyads,candidate dyads,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,existing_tie_eligible_n,existing tie eligible n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,fractional_one_year_increase_n,fractional one year increase n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,fractional_one_year_increase_rate,fractional one year increase rate,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,normalized_one_year_eligible_n,normalized one year eligible n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,normalized_one_year_increase_n,normalized one year increase n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,normalized_one_year_increase_rate,normalized one year increase rate,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,t2_available,t2 available,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,fractional_two_year_cumulative_increase_n,fractional two year cumulative increase n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,fractional_two_year_cumulative_increase_rate,fractional two year cumulative increase rate,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,normalized_two_year_eligible_n,normalized two year eligible n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,normalized_two_year_cumulative_increase_n,normalized two year cumulative increase n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_deepening_cohort_rates.csv,normalized_two_year_cumulative_increase_rate,normalized two year cumulative increase rate,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,event_year,event year,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,event_type,event type,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,candidate_dyads,candidate dyads,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,t1_compatible_risk_n,t1 compatible risk n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,same_year_t_positive_n,same year t positive n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,t1_compatible_positive_n,t1 compatible positive n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,t1_compatible_rate,t1 compatible rate,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,t1_positives_already_positive_at_t_n,t1 positives already positive at t n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,t2_available,t2 available,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,t1_compatible_two_year_cumulative_n,t1 compatible two year cumulative n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,t1_compatible_two_year_cumulative_rate,t1 compatible two year cumulative rate,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,strict_risk_n,strict risk n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,strict_one_year_positive_n,strict one year positive n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,strict_one_year_rate,strict one year rate,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,strict_two_year_cumulative_n,strict two year cumulative n,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
temporal_formation_cohort_rates.csv,strict_two_year_cumulative_rate,strict two year cumulative rate,"See manuscript Methods, claim-measure alignment, source construction script, and any file-specific dictionary."
